Cinema,First day of screening,Screening Days,Title (original),IMDB ID
Маяк / Maiak ,06/12/1950,6,Салават Юлаев,34147
им. Моссовета / im. Mossoveta,06/12/1950,1,Свинарка и пастух,34249
Юный зритель / IUnyĭ zritel',06/12/1950,1,Секретная миссия,175148
Спартак / Spartak,06/12/1950,1,Сельская учительница,39810
Таганский / Taganskiĭ,06/12/1950,3,Смелые люди,42977
Маяк / Maiak ,06/12/1950,3,Совет богов,42877
Заря / Zaria,06/12/1950,1,Тахир и Зухра,237800
Эрмитаж / Ėrmitazh,06/12/1950,1,Трактористы,32050
Ударник / Udarnik,06/12/1950,1,Цирк,28420
Экспресс / Ėkspress,06/12/1950,6,Чертово ущелье,42368
Юный зритель / IUnyĭ zritel',07/12/1950,5,Большая жизнь,32268
Заря / Zaria,07/12/1950,5,Два бойца,36782
им. Моссовета / im. Mossoveta,07/12/1950,5,Любовный напиток,38508
Колизей / Kolizeĭ,07/12/1950,5,Любовный напиток,38508
Метрополь / Metropol',07/12/1950,13,Любовный напиток,38508
Москва / Moskva,07/12/1950,5,Любовный напиток,38508
Орион / Orion,07/12/1950,5,Любовный напиток,38508
Перекоп / Perekop,07/12/1950,5,Любовный напиток,38508
Ждановский ПКиО / Zhdanovskiĭ PKiO ,07/12/1950,5,Любовный напиток,38508
Призыв / Prizyv,07/12/1950,5,Любовный напиток,38508
Родина / Rodina,07/12/1950,5,Любовный напиток,38508
Салют / Saliut,07/12/1950,5,Любовный напиток,38508
Таганский / Taganskiĭ,07/12/1950,5,Любовный напиток,38508
Театр киноактера / Teatr kinoaktera,07/12/1950,5,Любовный напиток,38508
Ударник / Udarnik,07/12/1950,5,Любовный напиток,38508
Уран / Uran,07/12/1950,5,Любовный напиток,38508
Форум / Forum,07/12/1950,5,Любовный напиток,38508
Художественный / Khudozhestvennyĭ,07/12/1950,5,Любовный напиток,38508
Центральный / Tsentral'nyĭ,07/12/1950,5,Любовный напиток,38508
Шторм / Shtorm,07/12/1950,5,Любовный напиток,38508
Экран жизни / Ėkran zhizni,07/12/1950,5,Любовный напиток,38508
Эрмитаж / Ėrmitazh,07/12/1950,5,Любовный напиток,38508
Юный зритель / IUnyĭ zritel',07/12/1950,6,Музыкальная история,32825
Перекоп / Perekop,07/12/1950,12,Мусоргский,42765
Эрмитаж / Ėrmitazh,07/12/1950,5,Мусоргский,42765
Наука и знание / Nauka i znanie,07/12/1950,11,На кубок СССР по футболу,Unknown
Новости дня / Novosti dnia,07/12/1950,11,На кубок СССР по футболу,Unknown
Аврора / Avrora,07/12/1950,7,Паяцы,39691
Заря / Zaria,07/12/1950,5,Похождения Насреддина,39717
Наука и знание / Nauka i znanie,07/12/1950,7,Секретная миссия,175148
Спартак / Spartak,07/12/1950,7,Смелые люди,42977
Ударник / Udarnik,08/12/1950,4,Александр Невский,29850
Октябрь / Oktiabr',08/12/1950,1,Волга-Волга,30947
Молот / Molot,11/12/1950,4,В шесть часов вечера после войны,37423
Мир / Mir,11/12/1950,2,Гибель орла,32524
Авангард / Avangard,11/12/1950,3,Гобсек,164612
Авангард / Avangard,11/12/1950,16,Мусоргский,42765
Диск / Disk,11/12/1950,3,Мусоргский,42765
Луч / Luch,11/12/1950,11,Мусоргский,42765
Маяк / Maiak ,11/12/1950,3,Мусоргский,42765
Октябрь / Oktiabr',11/12/1950,4,Мусоргский,42765
Смена / Smena,11/12/1950,6,Мусоргский,42765
Диск / Disk,11/12/1950,3,Она защищает Родину ,36236
Спартак / Spartak,11/12/1950,6,Разгром Юденича,34084
Искра / Iskra,11/12/1950,4,Танкер Дербент,6680502
Октябрь / Oktiabr',11/12/1950,3,Тахир и Зухра,237800
Родина / Rodina,12/12/1950,4,Антон Иванович сердится,33346
Заря / Zaria,12/12/1950,4,Аршин Мал-Алан,37520
Театр киноактера / Teatr kinoaktera,12/12/1950,4,Граф Монте-Кристо 1 серия,35752
Заря / Zaria,12/12/1950,4,Доктор Калюжный,230149
Экспресс / Ėkspress,12/12/1950,5,"Здравствуй, Москва!",38594
Экспресс / Ėkspress,12/12/1950,5,Иван Грозный,37824
Молот / Molot,12/12/1950,8,Любовный напиток,38508
Новости дня / Novosti dnia,12/12/1950,2,Мастера шелковых тканей,Unknown
Юный зритель / IUnyĭ zritel',12/12/1950,15,Мусоргский,42765
Смена / Smena,12/12/1950,1,Подкидыш,18482
Маяк / Maiak ,12/12/1950,6,Семеро смелых,28237
им. Моссовета / im. Mossoveta,12/12/1950,6,Сенатор,31679
Колизей / Kolizeĭ,12/12/1950,6,Сенатор,31679
Метрополь / Metropol',12/12/1950,17,Сенатор,31679
Москва / Moskva,12/12/1950,6,Сенатор,31679
Орион / Orion,12/12/1950,6,Сенатор,31679
Перекоп / Perekop,12/12/1950,8,Сенатор,31679
Ждановский ПКиО / Zhdanovskiĭ PKiO ,12/12/1950,6,Сенатор,31679
Призыв / Prizyv,12/12/1950,6,Сенатор,31679
Родина / Rodina,12/12/1950,6,Сенатор,31679
Салют / Saliut,12/12/1950,8,Сенатор,31679
Таганский / Taganskiĭ,12/12/1950,5,Сенатор,31679
Театр киноактера / Teatr kinoaktera,12/12/1950,6,Сенатор,31679
Ударник / Udarnik,12/12/1950,6,Сенатор,31679
Уран / Uran,12/12/1950,6,Сенатор,31679
Форум / Forum,12/12/1950,6,Сенатор,31679
Художественный / Khudozhestvennyĭ,12/12/1950,6,Сенатор,31679
Центральный / Tsentral'nyĭ,12/12/1950,6,Сенатор,31679
Шторм / Shtorm,12/12/1950,6,Сенатор,31679
Экран жизни / Ėkran zhizni,12/12/1950,8,Сенатор,31679
Эрмитаж / Ėrmitazh,12/12/1950,5,Сенатор,31679
Аврора / Avrora,12/12/1950,9,Трактористы,32050
Мир / Mir,13/12/1950,5,Алишер Навои,40086
Новости дня / Novosti dnia,13/12/1950,3,Воронежский заповедник,Unknown
Юный зритель / IUnyĭ zritel',13/12/1950,7,Зигмунд Колосовский,38272
Новости дня / Novosti dnia,13/12/1950,8,Колхозные физкультурники,Unknown
Луч / Luch,13/12/1950,5,Насреддин в Бухаре,36196
Новости дня / Novosti dnia,13/12/1950,8,Новый стадион,Unknown
Маяк / Maiak ,13/12/1950,5,Освобожденный Китай,42785
Родина / Rodina,13/12/1950,5,Освобожденный Китай,42785
Художественный / Khudozhestvennyĭ,13/12/1950,5,Освобожденный Китай,42785
Центральный / Tsentral'nyĭ,13/12/1950,5,Освобожденный Китай,42785
Наука и знание / Nauka i znanie,13/12/1950,5,Победа китайского народа,396813
Арс / Ars,13/12/1950,2,Свадьба,37332
Наука и знание / Nauka i znanie,13/12/1950,1,Сердце человека,Unknown
Наука и знание / Nauka i znanie,13/12/1950,3,Чудесная лаборатория,Unknown
Маяк / Maiak ,14/12/1950,4,Котовский,36083
Аврора / Avrora,14/12/1950,8,Мусоргский,42765
Мир / Mir,14/12/1950,1,Мусоргский,42765
Спартак / Spartak,14/12/1950,1,Мусоргский,42765
Таганский / Taganskiĭ,15/12/1950,3,Большая жизнь,32268
Арс / Ars,15/12/1950,3,Валерий Чкалов,34353
Призыв / Prizyv,15/12/1950,3,Валерий Чкалов,34353
Ударник / Udarnik,15/12/1950,3,Волга-Волга,30947
Родина / Rodina,15/12/1950,3,Встреча на Эльбе,42029
Салют / Saliut,15/12/1950,5,Встреча на Эльбе,42029
Ждановский ПКиО / Zhdanovskiĭ PKiO ,15/12/1950,5,Два бойца,36782
Октябрь / Oktiabr',15/12/1950,3,Истребители,31498
Авангард / Avangard,15/12/1950,5,Любовный напиток,38508
Диск / Disk,15/12/1950,4,Любовный напиток,38508
Искра / Iskra,15/12/1950,2,Любовный напиток,38508
Мир / Mir,15/12/1950,2,Любовный напиток,38508
Октябрь / Oktiabr',15/12/1950,2,Любовный напиток,38508
Спартак / Spartak,15/12/1950,5,Любовный напиток,38508
Диск / Disk,15/12/1950,2,Минин и Пожарский,31654
Искра / Iskra,15/12/1950,3,Смелые люди,42977
Форум / Forum,15/12/1950,3,Смелые люди,42977
Шторм / Shtorm,15/12/1950,3,Цирк,28420
Наука и знание / Nauka i znanie,15/12/1950,3,Юность мира,6377682
Эрмитаж / Ėrmitazh,16/12/1950,4,Бесприданница,28622
Орион / Orion,16/12/1950,2,Богатая невеста,29932
Заря / Zaria,16/12/1950,6,Миклухо-Маклай,40972
Театр киноактера / Teatr kinoaktera,16/12/1950,2,Мусоргский,42765
Экран жизни / Ėkran zhizni,16/12/1950,4,Поединок,37914
Заря / Zaria,16/12/1950,6,Поезд идет на Восток,41755
Колизей / Kolizeĭ,16/12/1950,2,Сказание о земле сибирской,39833
Эрмитаж / Ėrmitazh,17/12/1950,3,Большая жизнь,32268
Спартак / Spartak,17/12/1950,5,Дума про казака Голоту,128953
Молот / Molot,17/12/1950,5,Ошибка инженера Кочина,175993
Уран / Uran,17/12/1950,1,Падение Берлина 1 серия,41727
Уран / Uran,17/12/1950,1,Падение Берлина 2 серия,41727
Смена / Smena,17/12/1950,5,Первая перчатка,39699
Кадр / Kadr,17/12/1950,4,Петр Первый 1 серия,29405
Кадр / Kadr,17/12/1950,4,Петр Первый 2 серия,29405
Кинотеатр повторного фильма / Kinoteatr povtornogo fil'ma,17/12/1950,12,Подкидыш,18482
Октябрь / Oktiabr',17/12/1950,5,Поднятая целина,31802
Диск / Disk,17/12/1950,3,Секретарь Райкома,35304
Арс / Ars,17/12/1950,5,Тахир и Зухра,237800
Смена / Smena,17/12/1950,1,Член правительства,32337
Смена / Smena,19/12/1950,3,Великое зарево,30928
им. Моссовета / im. Mossoveta,19/12/1950,10,Далеко от Москвы,42371
Колизей / Kolizeĭ,19/12/1950,10,Далеко от Москвы,42371
Метрополь / Metropol',19/12/1950,10,Далеко от Москвы,42371
Москва / Moskva,19/12/1950,10,Далеко от Москвы,42371
Орион / Orion,19/12/1950,10,Далеко от Москвы,42371
Призыв / Prizyv,19/12/1950,10,Далеко от Москвы,42371
Родина / Rodina,19/12/1950,10,Далеко от Москвы,42371
Театр киноактера / Teatr kinoaktera,19/12/1950,10,Далеко от Москвы,42371
Ударник / Udarnik,19/12/1950,10,Далеко от Москвы,42371
Уран / Uran,19/12/1950,10,Далеко от Москвы,42371
Форум / Forum,19/12/1950,10,Далеко от Москвы,42371
Центральный / Tsentral'nyĭ,19/12/1950,10,Далеко от Москвы,42371
Шторм / Shtorm,19/12/1950,10,Далеко от Москвы,42371
Эрмитаж / Ėrmitazh,19/12/1950,10,Далеко от Москвы,42371
Маяк / Maiak ,19/12/1950,3,Демократическая Германия,Unknown: net-film.ru
Метрополь / Metropol',19/12/1950,10,Демократическая Германия,Unknown: net-film.ru
Москва / Moskva,19/12/1950,1,Демократическая Германия,Unknown: net-film.ru
Наука и знание / Nauka i znanie,19/12/1950,10,Демократическая Германия,Unknown: net-film.ru
Новости дня / Novosti dnia,19/12/1950,10,Демократическая Германия,Unknown: net-film.ru
Родина / Rodina,19/12/1950,3,Демократическая Германия,Unknown: net-film.ru
Салют / Saliut,19/12/1950,3,Демократическая Германия,Unknown: net-film.ru
Хроника / Khronika,19/12/1950,10,Демократическая Германия,Unknown: net-film.ru
Маяк / Maiak ,19/12/1950,3,Его зовут Сухэ-Батор,35578
Экспресс / Ėkspress,19/12/1950,3,Морской ястреб,239667
Мир / Mir,19/12/1950,3,Мусоргский,42765
Наука и знание / Nauka i znanie,19/12/1950,3,Обновление земли,Unknown
Луч / Luch,19/12/1950,3,Поезд идет на Восток,41755
Экспресс / Ėkspress,19/12/1950,3,Секретная миссия,175148
Искра / Iskra,19/12/1950,2,Сенатор,31679
Кинотеатр повторного фильма / Kinoteatr povtornogo fil'ma,19/12/1950,3,Юность поэта,129654
Перекоп / Perekop,20/12/1950,9,Далеко от Москвы,42371
Ждановский ПКиО / Zhdanovskiĭ PKiO ,20/12/1950,9,Далеко от Москвы,42371
Салют / Saliut,20/12/1950,9,Далеко от Москвы,42371
Таганский / Taganskiĭ,20/12/1950,9,Далеко от Москвы,42371
Художественный / Khudozhestvennyĭ,20/12/1950,9,Далеко от Москвы,42371
Экран жизни / Ėkran zhizni,20/12/1950,9,Далеко от Москвы,42371
Юный зритель / IUnyĭ zritel',20/12/1950,2,Девушка с характером,239342
Октябрь / Oktiabr',20/12/1950,2,Оборона Царицына,35142
Диск / Disk,20/12/1950,2,Освобожденный Китай,42785
Диск / Disk,20/12/1950,2,Сенатор,31679
Кинозал короткометражного фильма / Kinozal korotkometrazhnogo fil'ma,21/12/1950,1,XXXIII Октябрь,Unknown
Спартак / Spartak,21/12/1950,7,Богатая невеста,29932
Мир / Mir,21/12/1950,1,Боксеры,1989466
Аврора / Avrora,21/12/1950,1,Волга-Волга,30947
Искра / Iskra,21/12/1950,8,Далеко от Москвы,42371
Кадр / Kadr,21/12/1950,1,Падение Берлина 1 серия,41727
Кадр / Kadr,21/12/1950,1,Падение Берлина 2 серия,41727
Молот / Molot,21/12/1950,1,Подкидыш,18482
Арс / Ars,21/12/1950,1,Путь славы,176068
Кинозал короткометражного фильма / Kinozal korotkometrazhnogo fil'ma,21/12/1950,8,Родные напевы,Unknown: kinopoisk.ru
Авангард / Avangard,21/12/1950,1,Солистка балета,39789
Метрополь / Metropol',26/12/1950,3,Антон Иванович сердится,33346
Аврора / Avrora,26/12/1950,3,Большая жизнь,32268
Наука и знание / Nauka i znanie,26/12/1950,1,В глубинах моря,Unknown: kinopoisk.ru
Юный зритель / IUnyĭ zritel',26/12/1950,3,Весна,39954
Новости дня / Novosti dnia,26/12/1950,3,Воронежский заповедник,Unknown
Луч / Luch,26/12/1950,3,Демократическая Германия,Unknown: net-film.ru
Октябрь / Oktiabr',26/12/1950,3,Дитя Дуная,42645
Молот / Molot,26/12/1950,3,Зигмунд Колосовский,38272
Заря / Zaria,26/12/1950,2,Золушка,168269
Арс / Ars,26/12/1950,3,Любовный напиток,38508
Смена / Smena,26/12/1950,1,Любовный напиток,38508
Маяк / Maiak ,26/12/1950,2,Маска,1268244
Маяк / Maiak ,26/12/1950,2,Медведь,30428
Экспресс / Ėkspress,26/12/1950,3,Миклухо-Маклай,40972
Аврора / Avrora,26/12/1950,3,Мишка-аристократ,41676
Мир / Mir,26/12/1950,3,Мы из Кронштадта,28012
Хроника / Khronika,26/12/1950,3,Новый стадион,Unknown
Кинотеатр повторного фильма / Kinoteatr povtornogo fil'ma,26/12/1950,3,Ночь в сентябре,31728
Луч / Luch,26/12/1950,3,Огонь,40911
Смена / Smena,26/12/1950,1,Она защищает Родину ,36236
Арс / Ars,26/12/1950,2,Ошибка инженера Кочина,175993
Заря / Zaria,26/12/1950,2,Парень из тайги,189945
Мир / Mir,26/12/1950,3,Парень из тайги,189945
Экспресс / Ėkspress,26/12/1950,3,Паяцы,39691
Молот / Molot,26/12/1950,3,Первая перчатка,39699
Луч / Luch,26/12/1950,3,Подвиг разведчика,39716
Авангард / Avangard,26/12/1950,3,Поднятая целина,31802
Диск / Disk,26/12/1950,2,Поднятая целина,31802
Кадр / Kadr,26/12/1950,3,Поднятая целина,31802
Маяк / Maiak ,26/12/1950,3,Пятый океан,232418
Диск / Disk,26/12/1950,2,Степан Разин,31978
Спартак / Spartak,26/12/1950,2,Цирк,28420
Новости дня / Novosti dnia,26/12/1950,3,Эльбрус,Unknown
Наука и знание / Nauka i znanie,27/12/1950,2,А.Н. Островский,Unknown
Наука и знание / Nauka i znanie,27/12/1950,2,Архитектор М. Казаков,Unknown: net-film.ru
Смена / Smena,27/12/1950,2,Большая жизнь,32268
Наука и знание / Nauka i znanie,27/12/1950,2,В ясной поляне,Unknown
Смена / Smena,27/12/1950,2,Далекая невеста,40264
Новости дня / Novosti dnia,27/12/1950,2,Освобожденный Китай,42785
Наука и знание / Nauka i znanie,27/12/1950,2,Пенаты,Unknown
Кадр / Kadr,27/12/1950,2,Поединок,37914
Наука и знание / Nauka i znanie,27/12/1950,2,Художник Федотов,Unknown
Театр киноактера / Teatr kinoaktera,28/12/1950,1,Граф Монте-Кристо 2 серия,1104767
Диск / Disk,28/12/1950,1,Истребители,31498
Маяк / Maiak ,28/12/1950,1,Марите,39610
Спартак / Spartak,28/12/1950,1,Машенька,35044
Юный зритель / IUnyĭ zritel',28/12/1950,1,Мусоргский,42765
Авангард / Avangard,28/12/1950,1,На границе,30489
Хроника / Khronika,28/12/1950,1,Освобожденный Китай,42785
Заря / Zaria,28/12/1950,1,Подкидыш,18482
Спартак / Spartak,28/12/1950,1,Пятнадцатилетний капитан,38841
Метрополь / Metropol',02/01/1951,4,Далеко от Москвы,42371
Динамо / Dinamo,02/01/1951,4,Далеко от Москвы,42371
Октябрь / Oktiabr',02/01/1951,8,Далеко от Москвы,42371
Маяк / Maiak ,02/01/1951,7,Далеко от Москвы,42371
Мир / Mir,02/01/1951,14,Далеко от Москвы,42371
Юный зритель / IUnyĭ zritel',02/01/1951,30,Далеко от Москвы,42371
Спартак / Spartak,02/01/1951,14,Далеко от Москвы,42371
Художественный / Khudozhestvennyĭ,02/01/1951,4,Далеко от Москвы,42371
им. III Интернационала / im. III Internatsionala,02/01/1951,4,Далеко от Москвы,42371
Метрополь / Metropol',02/01/1951,23,Киносборник цветных мультипликационных фильмов № 27 1951 г.,Unknown
Октябрь / Oktiabr',02/01/1951,3,Киносборник цветных мультипликационных фильмов № 27 1951 г.,Unknown
Юный зритель / IUnyĭ zritel',02/01/1951,1,Киносборник цветных мультипликационных фильмов № 27 1951 г.,Unknown
Кинозал короткометражного фильма / Kinozal korotkometrazhnogo fil'ma,02/01/1951,89,Киносборник цветных мультипликационных фильмов № 27 1951 г.,Unknown
Перекоп / Perekop,02/01/1951,1,Киносборник цветных мультипликационных фильмов № 27 1951 г.,Unknown
Призыв / Prizyv,02/01/1951,1,Киносборник цветных мультипликационных фильмов № 27 1951 г.,Unknown
Салют / Saliut,02/01/1951,1,Киносборник цветных мультипликационных фильмов № 27 1951 г.,Unknown
им. III Интернационала / im. III Internatsionala,02/01/1951,1,Киносборник цветных мультипликационных фильмов № 27 1951 г.,Unknown
Театр киноактера / Teatr kinoaktera,02/01/1951,4,Во власти доллара,27996
Метрополь / Metropol',02/01/1951,14,Во власти доллара,27996
Ударник / Udarnik,02/01/1951,4,Во власти доллара,27996
Колизей / Kolizeĭ,02/01/1951,4,Во власти доллара,27996
Форум / Forum,02/01/1951,4,Во власти доллара,27996
Родина / Rodina,02/01/1951,4,Во власти доллара,27996
им. Моссовета / im. Mossoveta,02/01/1951,4,Во власти доллара,27996
Москва / Moskva,02/01/1951,4,Во власти доллара,27996
Орион / Orion,02/01/1951,4,Во власти доллара,27996
Уран / Uran,02/01/1951,4,Во власти доллара,27996
Центральный / Tsentral'nyĭ,02/01/1951,4,Во власти доллара,27996
Шторм / Shtorm,02/01/1951,4,Во власти доллара,27996
Призыв / Prizyv,02/01/1951,4,Во власти доллара,27996
Эрмитаж / Ėrmitazh,02/01/1951,4,Во власти доллара,27996
Художественный / Khudozhestvennyĭ,02/01/1951,4,Во власти доллара,27996
Таганский / Taganskiĭ,02/01/1951,4,Во власти доллара,27996
Перекоп / Perekop,02/01/1951,4,Во власти доллара,27996
Салют / Saliut,02/01/1951,4,Во власти доллара,27996
Ждановский ПКиО / Zhdanovskiĭ PKiO ,02/01/1951,4,Во власти доллара,27996
Экран жизни / Ėkran zhizni,02/01/1951,4,Во власти доллара,27996
им. III Интернационала / im. III Internatsionala,02/01/1951,4,Во власти доллара,27996
Динамо / Dinamo,02/01/1951,4,Во власти доллара,27996
Хроника / Khronika,02/01/1951,22,Освобожденный Китай,42785
Новости дня / Novosti dnia,02/01/1951,30,Освобожденный Китай,42785
Наука и знание / Nauka i znanie,02/01/1951,10,Освобожденный Китай,42785
Хроника / Khronika,02/01/1951,4,Новости сельского хозяйства № 3 1951 г.,Unknown
Новости дня / Novosti dnia,02/01/1951,4,Новости сельского хозяйства № 3 1951 г.,Unknown
Кинозал короткометражного фильма / Kinozal korotkometrazhnogo fil'ma,02/01/1951,4,Новости сельского хозяйства № 3 1951 г.,Unknown
Кинотеатр повторного фильма / Kinoteatr povtornogo fil'ma,02/01/1951,1,Ночь в сентябре,31728
Кинотеатр повторного фильма / Kinoteatr povtornogo fil'ma,02/01/1951,7,На границе,30489
Заря / Zaria,02/01/1951,3,Богатая невеста,29932
Заря / Zaria,02/01/1951,3,Кащей бессмертный,167227
Арс / Ars,02/01/1951,3,Гибель орла,32524
Уран / Uran,02/01/1951,3,Гибель орла,32524
Наука и знание / Nauka i znanie,02/01/1951,4,Демократическая Германия,Unknown: net-film.ru
Хроника / Khronika,02/01/1951,7,Демократическая Германия,Unknown: net-film.ru
Новости дня / Novosti dnia,02/01/1951,7,Демократическая Германия,Unknown: net-film.ru
Кинозал короткометражного фильма / Kinozal korotkometrazhnogo fil'ma,02/01/1951,4,Свадьба,37332
Кадр / Kadr,02/01/1951,4,Центр нападения,240135
Кадр / Kadr,02/01/1951,3,Таинственный остров,34260
Стереокино / Stereokino,02/01/1951,80,Карандаш на льду,8202560
Стереокино / Stereokino,02/01/1951,80,Робинзон Крузо,38888
Стереокино / Stereokino,02/01/1951,80,Среди зверей,Unknown
Стереокино / Stereokino,02/01/1951,80,Машина 22-12,382276
Наука и знание / Nauka i znanie,02/01/1951,4,Соперники,Unknown
Диск / Disk,02/01/1951,2,Оборона Царицына,35142
Молот / Molot,02/01/1951,4,Смелые люди,42977
Орион / Orion,02/01/1951,2,Смелые люди,42977
Аврора / Avrora,02/01/1951,4,Молодая гвардия 1 серия,40601
Аврора / Avrora,02/01/1951,4,Молодая гвардия 2 серия,40601
Луч / Luch,02/01/1951,3,Суворов,33118
Луч / Luch,02/01/1951,3,Аршин Мал-Алан,37520
Маяк / Maiak ,02/01/1951,7,Остров Безымянный,236558
Экспресс / Ėkspress,02/01/1951,9,Котовский,36083
Экспресс / Ėkspress,02/01/1951,9,Золушка,168269
Авангард / Avangard,02/01/1951,9,Поединок,37914
Авангард / Avangard,02/01/1951,2,На границе,30489
Смена / Smena,02/01/1951,4,Граф Монте-Кристо 1 серия,35752
Смена / Smena,02/01/1951,4,Граф Монте-Кристо 2 серия,1104767
Искра / Iskra,02/01/1951,3,Кубанские казаки,41562
Искра / Iskra,02/01/1951,3,Она защищает Родину ,36236
Ждановский ПКиО / Zhdanovskiĭ PKiO ,02/01/1951,4,В шесть часов вечера после войны,37423
Театр киноактера / Teatr kinoaktera,02/01/1951,4,Дни и ночи,37646
Ударник / Udarnik,02/01/1951,3,Депутат Балтики,27509
Арс / Ars,02/01/1951,3,Бесприданница,28622
Колизей / Kolizeĭ,02/01/1951,1,Жизнь в цитадели,40014
Форум / Forum,02/01/1951,2,Подвиг разведчика,39716
Родина / Rodina,02/01/1951,4,Сказание о земле сибирской,39833
Экран жизни / Ėkran zhizni,02/01/1951,4,Сказание о земле сибирской,39833
Эрмитаж / Ėrmitazh,02/01/1951,2,Доктор Калюжный,230149
Таганский / Taganskiĭ,02/01/1951,4,Трактористы,32050
им. Моссовета / im. Mossoveta,02/01/1951,3,Повесть о настоящем человеке,40707
Призыв / Prizyv,02/01/1951,2,Александр Невский,29850
Кинотеатр повторного фильма / Kinoteatr povtornogo fil'ma,03/01/1951,3,Мужество,31687
Авангард / Avangard,03/01/1951,1,Таинственный остров,34260
Колизей / Kolizeĭ,03/01/1951,2,Зигмунд Колосовский,38272
Орион / Orion,03/01/1951,2,Дума про казака Голоту,128953
Баррикады / Barrikady,03/01/1951,7,Белый клык,166520
Баррикады / Barrikady,03/01/1951,1,Мишка-аристократ,41676
Диск / Disk,04/01/1951,9,Далеко от Москвы,42371
Молот / Molot,04/01/1951,12,Далеко от Москвы,42371
Авангард / Avangard,04/01/1951,12,Далеко от Москвы,42371
Баррикады / Barrikady,04/01/1951,12,Далеко от Москвы,42371
Эрмитаж / Ėrmitazh,04/01/1951,2,Парень из нашего города,33801
Призыв / Prizyv,04/01/1951,2,Боксеры,1989466
Таганский / Taganskiĭ,05/01/1951,1,Киносборник цветных мультипликационных фильмов № 27 1951 г.,Unknown
Орион / Orion,05/01/1951,1,Киносборник цветных мультипликационных фильмов № 27 1951 г.,Unknown
Искра / Iskra,05/01/1951,1,Киносборник цветных мультипликационных фильмов № 27 1951 г.,Unknown
Авангард / Avangard,05/01/1951,1,Киносборник цветных мультипликационных фильмов № 27 1951 г.,Unknown
Заря / Zaria,05/01/1951,5,Белеет парус одинокий,28674
Заря / Zaria,05/01/1951,4,Истребители,31498
Кадр / Kadr,05/01/1951,4,Секретарь райкома,35304
Луч / Luch,05/01/1951,7,Жди меня,36558
Луч / Luch,05/01/1951,7,Два бойца,36782
Искра / Iskra,05/01/1951,1,Дочь моряка,422104
Арс / Ars,05/01/1951,1,Рядовой Александр Матросов,173149
Арс / Ars,05/01/1951,7,Дитя Дуная,42645
Колизей / Kolizeĭ,05/01/1951,1,За советскую родину,29813
им. Моссовета / im. Mossoveta,05/01/1951,1,Два бойца,36782
Орион / Orion,05/01/1951,1,Подкидыш,18482
Юный зритель / IUnyĭ zritel',05/01/1951,1,Первоклассница,40689
Юный зритель / IUnyĭ zritel',05/01/1951,1,Личное дело,188138
Октябрь / Oktiabr',05/01/1951,1,Брат героя,32278
Октябрь / Oktiabr',05/01/1951,1,Падение Берлина 2 серия,41727
Театр киноактера / Teatr kinoaktera,08/01/1951,8,Западня,169118
Метрополь / Metropol',08/01/1951,26,Западня,169118
Ударник / Udarnik,08/01/1951,8,Западня,169118
Колизей / Kolizeĭ,08/01/1951,8,Западня,169118
Форум / Forum,08/01/1951,8,Западня,169118
Родина / Rodina,08/01/1951,8,Западня,169118
им. Моссовета / im. Mossoveta,08/01/1951,8,Западня,169118
Москва / Moskva,08/01/1951,8,Западня,169118
Орион / Orion,08/01/1951,8,Западня,169118
Уран / Uran,08/01/1951,8,Западня,169118
Центральный / Tsentral'nyĭ,08/01/1951,8,Западня,169118
Шторм / Shtorm,08/01/1951,8,Западня,169118
Призыв / Prizyv,08/01/1951,8,Западня,169118
Эрмитаж / Ėrmitazh,08/01/1951,8,Западня,169118
Художественный / Khudozhestvennyĭ,08/01/1951,8,Западня,169118
Таганский / Taganskiĭ,08/01/1951,8,Западня,169118
Перекоп / Perekop,08/01/1951,8,Западня,169118
Салют / Saliut,08/01/1951,8,Западня,169118
Ждановский ПКиО / Zhdanovskiĭ PKiO ,08/01/1951,8,Западня,169118
Экран жизни / Ėkran zhizni,08/01/1951,8,Западня,169118
им. III Интернационала / im. III Internatsionala,08/01/1951,8,Западня,169118
Динамо / Dinamo,08/01/1951,8,Западня,169118
Наука и знание / Nauka i znanie,08/01/1951,12,Советская Латвия,19010598
Кинозал короткометражного фильма / Kinozal korotkometrazhnogo fil'ma,08/01/1951,19,Советская Латвия,19010598
Хроника / Khronika,08/01/1951,19,Советская Латвия,19010598
Новости дня / Novosti dnia,08/01/1951,12,Советская Латвия,19010598
Аврора / Avrora,08/01/1951,5,Далеко от Москвы,42371
Кинотеатр повторного фильма / Kinoteatr povtornogo fil'ma,08/01/1951,5,Четвертый перископ,233434
Театр киноактера / Teatr kinoaktera,08/01/1951,2,Свадьба,37332
Кадр / Kadr,08/01/1951,1,Константин Заслонов,41560
Искра / Iskra,08/01/1951,4,Молодая гвардия 1 серия,40601
Искра / Iskra,08/01/1951,4,Молодая гвардия 2 серия,40601
Аврора / Avrora,08/01/1951,5,Встреча на Эльбе,42029
Мир / Mir,08/01/1951,5,Встреча на Эльбе,42029
Смена / Smena,08/01/1951,5,Поднятая целина,31802
Смена / Smena,08/01/1951,2,Боксеры,1989466
Арс / Ars,08/01/1951,5,Далекая невеста,40264
Юный зритель / IUnyĭ zritel',08/01/1951,2,У них есть Родина,166742
Октябрь / Oktiabr',08/01/1951,2,У них есть Родина,166742
Спартак / Spartak,08/01/1951,2,У них есть Родина,166742
